@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.782146,1.566315,1.760803,1.985661,1.717514,2.00243,1.953046,1.971493,1.961341,1.737817,1.936691,1.954384,2.060907,2.024852,1.977523,1.717756,24
1.52781,2.003732,1.571078,1.940449,1.313554,1.848239,1.914018,1.925482,1.856262,1.562817,1.903069,1.910632,1.914558,2.088855,1.808683,1.514304,24
1.532339,1.996485,1.573498,1.933301,1.316327,1.844433,1.907062,1.915929,1.849171,1.576531,1.893357,1.901364,1.905183,2.08189,1.800799,1.508719,24
1.600917,2.233957,1.613159,1.972997,1.319017,1.899594,1.924113,1.961555,1.895738,1.602131,1.917849,1.941498,1.94765,1.572203,1.849397,1.556612,24
1.587448,2.188679,1.600218,1.926228,1.386145,1.875778,1.880819,1.914288,1.86328,1.573227,1.87042,1.891934,1.935497,1.561077,1.82562,1.536086,24
1.581594,2.215241,1.612224,1.955253,1.365634,1.89361,1.924661,1.939318,1.879016,1.592426,1.904974,1.918453,1.948632,1.583156,1.823329,1.542036,24
1.607888,2.194732,1.606886,1.951218,1.343818,1.891776,1.895125,1.935564,1.884051,1.607475,1.89005,1.915954,1.93313,1.545813,1.844338,1.549464,24
1.61452,2.233558,1.658808,1.969227,1.411822,1.909319,1.942693,1.954724,1.885117,1.613844,1.916962,1.930863,1.974073,1.582095,1.833289,1.568191,24
1.631583,2.236622,1.643665,1.989563,1.338739,1.909828,1.933961,1.973817,1.906754,1.65333,1.924926,1.9533,1.947696,1.547233,1.856125,1.572306,24
1.542441,1.964696,1.583642,1.913161,1.408405,1.870476,1.921788,1.895808,1.851597,1.578705,1.890676,1.880344,1.936688,2.112277,1.804839,1.516573,24
1.623986,2.232916,1.625162,1.98704,1.30101,1.908416,1.929708,1.974635,1.906278,1.633251,1.926941,1.955781,1.9446,1.569838,1.863652,1.568421,24
1.585892,2.216904,1.600727,1.966976,1.344301,1.885591,1.908836,1.953629,1.890608,1.588389,1.907198,1.934214,1.937901,1.560395,1.843335,1.550491,24
1.525778,1.979923,1.56579,1.922016,1.302978,1.839654,1.897796,1.910721,1.842095,1.544907,1.887184,1.896258,1.911455,2.062933,1.804455,1.508719,24
1.591087,2.231564,1.620868,1.966467,1.368384,1.908599,1.939021,1.949918,1.891548,1.598939,1.918717,1.929369,1.961884,1.589981,1.834219,1.553519,24
1.588969,2.225884,1.617551,1.953647,1.35284,1.896922,1.926008,1.938509,1.875994,1.592389,1.904525,1.916675,1.951392,1.585601,1.824864,1.542226,24
1.591308,2.224899,1.625059,1.955069,1.383196,1.89692,1.926013,1.938454,1.879146,1.602124,1.903831,1.917041,1.952969,1.576367,1.822961,1.547039,24
1.585324,2.214576,1.615627,1.939091,1.402065,1.891906,1.916955,1.92316,1.872138,1.604249,1.891322,1.901658,1.946838,1.590486,1.814371,1.537055,24
1.580497,2.214607,1.605835,1.93707,1.392589,1.891834,1.910503,1.923418,1.873814,1.582633,1.891483,1.90328,1.949537,1.582039,1.820777,1.539004,24
1.592654,2.204663,1.634497,1.956774,1.397666,1.888685,1.92292,1.942234,1.873658,1.599727,1.901498,1.919371,1.95243,1.572375,1.820257,1.550202,24
1.574405,2.238645,1.621231,1.961298,1.371217,1.880563,1.923977,1.944923,1.87412,1.590925,1.905953,1.92427,1.942755,1.575503,1.814569,1.541492,24
1.611869,2.231305,1.653901,1.96017,1.413472,1.897737,1.92901,1.94465,1.877652,1.623133,1.903846,1.921065,1.958936,1.565966,1.823949,1.558852,24
1.602978,2.246747,1.645991,1.971802,1.395798,1.903496,1.940739,1.956602,1.888374,1.613921,1.918458,1.934086,1.964636,1.57683,1.830636,1.561547,24
1.589337,2.171207,1.623153,1.921986,1.437169,1.890023,1.907508,1.906818,1.856706,1.587058,1.876342,1.882967,1.95416,1.60359,1.808849,1.536639,24
1.540614,1.946106,1.592998,1.904102,1.40217,1.856694,1.912938,1.890851,1.835789,1.556118,1.881059,1.874369,1.939315,2.091599,1.803564,1.519978,24
1.57774,2.168628,1.605604,1.910895,1.421953,1.877166,1.886693,1.895921,1.849603,1.566654,1.862555,1.873127,1.942209,1.585516,1.80616,1.527836,24
1.612658,2.233825,1.659398,1.981876,1.413065,1.917045,1.95547,1.967758,1.897185,1.612998,1.931418,1.944464,1.982895,1.592357,1.841365,1.57599,24
1.576063,2.152983,1.603306,1.904161,1.426612,1.873974,1.88139,1.88925,1.844247,1.562736,1.85635,1.866235,1.939751,1.588752,1.802715,1.524191,24
1.583099,2.189723,1.622886,1.930465,1.415075,1.886996,1.915777,1.914055,1.857834,1.595278,1.883603,1.890904,1.948055,1.603097,1.803165,1.532099,24
1.603992,2.236698,1.643444,1.974026,1.380085,1.901605,1.936035,1.959818,1.888616,1.605437,1.918307,1.937345,1.963436,1.566101,1.835815,1.563903,24
1.586912,2.23933,1.636739,1.966578,1.392742,1.89532,1.939495,1.952901,1.879248,1.590967,1.916287,1.929954,1.963435,1.596705,1.822964,1.553323,24
1.597696,2.244406,1.651681,1.970024,1.411277,1.902996,1.948025,1.956578,1.88101,1.598078,1.92107,1.93268,1.97373,1.60655,1.826011,1.561246,24
1.586327,2.0388,1.642024,1.959663,1.46595,1.900381,1.970412,1.944154,1.885371,1.629056,1.937292,1.929063,1.872915,2.163982,1.841489,1.566627,24
1.581742,2.250618,1.626513,1.970149,1.381616,1.895134,1.938322,1.954588,1.886078,1.596286,1.918847,1.933555,1.956962,1.588721,1.825193,1.551119,24
1.573916,2.238676,1.62523,1.958009,1.385313,1.891728,1.940528,1.942661,1.872236,1.590283,1.912065,1.920374,1.956103,1.61748,1.810914,1.539538,24
1.542209,2.136639,1.562351,1.871135,1.408502,1.843764,1.846794,1.854469,1.818735,1.540944,1.823299,1.83324,1.905118,1.589672,1.776591,1.488324,24
1.578013,2.190733,1.620774,1.923019,1.430753,1.884804,1.913857,1.908595,1.851294,1.579641,1.879791,1.884327,1.952563,1.622568,1.800425,1.529314,24
1.583072,2.249137,1.635845,1.964468,1.38874,1.888766,1.938675,1.948333,1.874403,1.606746,1.912424,1.926167,1.951458,1.595385,1.812044,1.544476,24
1.591191,2.23457,1.640373,1.958989,1.401114,1.894834,1.939203,1.943614,1.873186,1.610124,1.909276,1.920287,1.957367,1.60208,1.813603,1.54654,24
1.572315,2.244561,1.622164,1.959326,1.384366,1.886577,1.934814,1.944949,1.874305,1.590382,1.910485,1.922769,1.95181,1.606952,1.812705,1.540007,24
1.524719,2.004463,1.577669,1.927871,1.359435,1.84371,1.91592,1.911903,1.843832,1.56968,1.894625,1.896926,1.913721,2.099717,1.795681,1.507739,24
1.53118,1.965098,1.575951,1.917056,1.341858,1.840964,1.894214,1.904131,1.840593,1.543802,1.880323,1.888237,1.919475,2.051928,1.805306,1.514794,24
1.594764,2.199901,1.629091,1.929217,1.420995,1.883609,1.902872,1.91476,1.857251,1.59299,1.876985,1.890818,1.948078,1.575979,1.811466,1.539084,24
1.596643,2.212368,1.627189,1.946524,1.399131,1.895317,1.920896,1.930562,1.874295,1.612625,1.895307,1.907998,1.950152,1.579891,1.819328,1.543855,24
1.572516,2.192251,1.598364,1.915087,1.403726,1.866851,1.884137,1.903487,1.853422,1.588303,1.865079,1.882724,1.924579,1.56998,1.801758,1.521217,24
1.577931,2.248522,1.62512,1.960057,1.379834,1.893507,1.940938,1.94441,1.875625,1.600197,1.913205,1.922357,1.953854,1.611555,1.813462,1.53989,24
1.578796,2.229458,1.613107,1.962544,1.362773,1.890636,1.926169,1.947489,1.882331,1.58817,1.910251,1.926763,1.948794,1.578994,1.826022,1.545025,24
1.547233,2.185501,1.582757,1.919041,1.376911,1.863758,1.891422,1.904765,1.846351,1.540534,1.871886,1.883449,1.931394,1.596771,1.798467,1.513798,24
1.56886,2.200101,1.615929,1.937706,1.391079,1.872629,1.911141,1.923835,1.853848,1.572269,1.886604,1.900653,1.941548,1.592515,1.801798,1.529194,24
1.577983,2.199332,1.615018,1.919514,1.41356,1.867863,1.892088,1.904266,1.846202,1.588039,1.866026,1.880905,1.931371,1.575641,1.79652,1.52313,24
1.528615,1.992486,1.581199,1.922255,1.354088,1.840544,1.91072,1.907452,1.838236,1.569483,1.888231,1.891805,1.912858,2.085766,1.794766,1.50756,24
1.586159,2.19716,1.627731,1.951348,1.410263,1.902306,1.940243,1.936993,1.875077,1.596776,1.908647,1.913566,1.964621,1.627133,1.817742,1.54506,24
1.565181,2.249903,1.610048,1.971777,1.361992,1.879776,1.929464,1.958734,1.884756,1.58255,1.917547,1.938262,1.944711,1.594028,1.824034,1.544538,24
1.584579,2.210527,1.614897,1.95279,1.369422,1.872986,1.901933,1.940728,1.870692,1.586656,1.891983,1.918484,1.935528,1.554668,1.823936,1.542805,24
1.56771,2.191402,1.598024,1.919224,1.393541,1.864053,1.883518,1.905987,1.849164,1.563721,1.865789,1.8834,1.929948,1.571494,1.804002,1.522271,24
1.578815,2.24179,1.621637,1.968226,1.367083,1.885558,1.927813,1.95539,1.881276,1.583413,1.913553,1.933595,1.951356,1.57899,1.826317,1.549395,24
1.49933,2.183574,1.557968,1.881763,1.299877,1.816272,1.864098,1.854248,1.785281,1.521932,1.832033,1.838242,1.874333,1.626636,1.732621,1.45479,24
1.518339,2.205261,1.581292,1.908092,1.300115,1.830553,1.882758,1.880164,1.802988,1.53701,1.854384,1.864692,1.88897,1.613182,1.750745,1.478222,24
1.532689,2.183513,1.592061,1.90505,1.343883,1.849029,1.892353,1.877385,1.811033,1.545871,1.857499,1.860636,1.907827,1.626592,1.758266,1.48878,24
1.528987,2.186659,1.593558,1.892962,1.353857,1.829676,1.873592,1.865435,1.79009,1.535375,1.839863,1.848378,1.893323,1.610556,1.744898,1.479097,24
1.545855,2.190282,1.610157,1.900586,1.366772,1.838095,1.882108,1.871357,1.796555,1.562994,1.844924,1.853786,1.896967,1.604823,1.748571,1.487814,24
1.516663,2.194731,1.585005,1.891993,1.331874,1.820352,1.874507,1.863979,1.783564,1.537222,1.838627,1.846749,1.881434,1.620027,1.73339,1.466076,24
1.542462,2.198353,1.609479,1.908364,1.369825,1.849886,1.902533,1.880003,1.806514,1.57085,1.859767,1.861879,1.907263,1.639649,1.750192,1.488935,24
1.52358,2.183568,1.58521,1.897256,1.36431,1.847619,1.898456,1.871843,1.805295,1.54891,1.855758,1.853064,1.90732,1.658952,1.747629,1.477533,24
1.549398,2.188762,1.615433,1.907329,1.37701,1.850698,1.896993,1.878497,1.804431,1.563316,1.856666,1.860623,1.910532,1.627612,1.754982,1.495019,24
1.522542,2.199,1.587509,1.904557,1.331155,1.842497,1.895496,1.875537,1.804761,1.548855,1.857685,1.859396,1.899234,1.648494,1.747695,1.4791,24
1.528189,1.960067,1.581853,1.917793,1.340173,1.806517,1.865644,1.888966,1.809677,1.555347,1.860621,1.881663,1.86887,2.070282,1.783417,1.502766,24
1.525896,1.970921,1.579683,1.918004,1.339856,1.813053,1.875173,1.889825,1.814299,1.56561,1.864729,1.881123,1.872497,2.070703,1.778808,1.49824,24
1.539195,1.960629,1.591373,1.923011,1.327068,1.810508,1.86779,1.89354,1.812101,1.563602,1.863603,1.886518,1.870803,2.06382,1.789038,1.509698,24
1.520251,2.18679,1.585004,1.909626,1.283742,1.798666,1.847396,1.882237,1.790302,1.522842,1.837224,1.868388,1.864226,1.568977,1.752939,1.482317,24
1.52876,2.191157,1.591688,1.914674,1.263363,1.786253,1.835139,1.886298,1.783001,1.52315,1.833419,1.874258,1.851131,1.578951,1.758565,1.487128,24
1.519154,2.205656,1.582641,1.92276,1.260795,1.801586,1.852167,1.894063,1.801402,1.518857,1.849633,1.883165,1.866137,1.597236,1.76643,1.492274,24
1.613197,1.896351,1.629024,1.918811,1.443048,1.843248,1.827382,1.887997,1.831987,1.575601,1.836657,1.879715,1.898693,1.699278,1.835441,1.565892,24
1.519262,1.898532,1.565091,1.869129,1.360317,1.799964,1.840433,1.844557,1.785741,1.534741,1.822866,1.833729,1.870163,2.049348,1.765866,1.481472,24
1.511001,1.985072,1.549691,1.928906,1.303323,1.834347,1.894736,1.907694,1.839873,1.544414,1.887434,1.896148,1.892047,2.089191,1.794479,1.496864,24
1.517235,2.172369,1.553773,1.890887,1.285009,1.805417,1.826971,1.862593,1.802869,1.519574,1.824191,1.852057,1.861993,1.58918,1.768341,1.480858,24
1.68803,2.075644,1.684583,2.050279,1.479872,1.944033,1.958733,2.018714,1.966856,1.720953,1.983675,2.01633,1.824769,2.194413,1.93392,1.651347,24
1.545972,2.213438,1.595081,1.938471,1.203376,1.815031,1.865286,1.909695,1.808938,1.549566,1.862532,1.898479,1.864143,1.588513,1.780596,1.499643,24
1.542628,2.199451,1.575297,1.923735,1.281575,1.834527,1.856534,1.898687,1.836236,1.537116,1.860508,1.890237,1.889341,1.595683,1.802069,1.514762,24
1.592573,2.196659,1.594758,1.945948,1.397352,1.881891,1.888888,1.935728,1.889624,1.599139,1.887393,1.915022,1.934891,1.579944,1.845244,1.549166,24
1.600632,2.055257,1.61002,2.001378,1.22846,1.915897,1.978128,1.990387,1.91507,1.634242,1.969404,1.975565,1.955321,2.133664,1.876005,1.565924,24
1.582888,2.212595,1.589242,1.970437,1.312783,1.896752,1.92932,1.962359,1.897386,1.590073,1.922213,1.941414,1.946305,1.638884,1.851874,1.547531,24
1.589381,2.23756,1.61417,1.979836,1.377823,1.90566,1.945095,1.972408,1.910274,1.609147,1.932688,1.950505,1.964771,1.63304,1.850778,1.563093,24
1.421156,2.057805,1.48118,1.862597,1.16719,1.762026,1.829251,1.84511,1.758306,1.424406,1.819093,1.830416,1.837908,1.868809,1.714888,1.411216,24
1.506241,2.088619,1.570266,1.924985,1.128718,1.775246,1.851808,1.908454,1.790009,1.517982,1.854404,1.894657,1.848611,1.774723,1.762547,1.477822,24
1.500928,2.07839,1.571864,1.917206,1.142101,1.78036,1.856585,1.895148,1.780637,1.508314,1.850029,1.881483,1.853518,1.770313,1.752836,1.471848,24
1.459941,2.255142,1.466664,1.827543,1.570396,1.734542,1.739324,1.805619,1.742986,1.449527,1.749704,1.795457,1.782714,1.738043,1.722549,1.403843,24
1.091272,2.186095,1.137919,1.554325,1.585849,1.4277,1.50233,1.528908,1.450307,1.139481,1.501054,1.526254,1.515476,1.995936,1.459032,1.058438,24
1.520511,2.10005,1.586322,1.939773,1.16026,1.781619,1.856307,1.923385,1.806833,1.532501,1.863602,1.908513,1.859933,1.771889,1.778303,1.497395,24
1.50866,2.091795,1.584884,1.928141,1.20956,1.769488,1.843696,1.911213,1.793188,1.506087,1.851605,1.896915,1.85837,1.776365,1.769318,1.49424,24
1.087694,2.144502,1.112351,1.511347,1.607923,1.431479,1.473099,1.488177,1.435915,1.097565,1.470259,1.486425,1.523766,2.004604,1.460032,1.049026,24
1.082545,2.176866,1.089373,1.538647,1.595402,1.440465,1.491043,1.513489,1.463751,1.140003,1.493574,1.512058,1.509231,2.008984,1.465484,1.040907,24
1.544559,2.122315,1.598316,1.962647,1.104833,1.806418,1.887563,1.948999,1.828672,1.572163,1.890277,1.932404,1.870821,1.786053,1.796686,1.508879,24
1.641285,2.18544,1.70407,2.032792,1.334485,1.884801,1.952124,2.016918,1.911345,1.655232,1.959488,2.00271,1.80859,1.87174,1.881227,1.622133,24
1.800178,2.325406,1.744347,2.009811,1.727649,2.016114,1.910961,1.981138,1.995919,1.764129,1.925934,1.965512,2.027059,1.484522,1.972861,1.701354,24
1.062495,2.144198,1.096947,1.50183,1.621829,1.420038,1.467685,1.475424,1.428116,1.102209,1.460085,1.474161,1.508942,1.986952,1.434173,1.026727,24
1.579417,2.13417,1.625394,1.980009,1.08357,1.838953,1.914262,1.961783,1.842281,1.614803,1.91298,1.950234,1.885966,1.809224,1.816346,1.528601,24
1.655474,2.177605,1.706735,2.03402,1.230272,1.896369,1.959599,2.01142,1.90497,1.678607,1.961717,2.001004,1.807548,1.861097,1.876975,1.614696,24
1.048496,2.159336,1.086304,1.529815,1.575866,1.426527,1.491672,1.505785,1.44229,1.091364,1.489272,1.505061,1.511332,1.983203,1.440731,1.028746,24
1.690634,2.386313,1.696113,2.026155,1.541099,1.949583,1.941043,1.99969,1.94331,1.687127,1.945285,1.982982,1.977162,1.439744,1.894646,1.627274,24
1.563078,2.122711,1.608606,1.970892,1.046671,1.829282,1.902463,1.947549,1.834312,1.596165,1.900296,1.934947,1.872918,1.813233,1.80171,1.51449,24
1.511289,2.082269,1.580896,1.921706,1.147852,1.795806,1.866319,1.898441,1.793879,1.522799,1.857081,1.884811,1.866745,1.762294,1.759891,1.482508,24
1.134795,2.20282,1.163702,1.581901,1.597161,1.445911,1.510127,1.561204,1.481157,1.169722,1.524237,1.561065,1.52967,2.012669,1.499545,1.102053,24
1.084537,2.210539,1.119682,1.577579,1.62263,1.438977,1.50343,1.550417,1.481616,1.124624,1.522879,1.553354,1.52351,2.01445,1.487974,1.079736,24
1.612284,2.151915,1.648422,2.013154,1.043967,1.861571,1.934712,1.990934,1.870665,1.645372,1.938641,1.979491,1.895958,1.848426,1.84416,1.558715,24
1.625401,2.171305,1.687835,2.015191,1.288702,1.884409,1.954375,1.994979,1.89029,1.642303,1.949561,1.981324,1.793909,1.8699,1.858496,1.596096,24
1.753743,2.404362,1.743513,2.066051,1.548917,1.974623,1.950952,2.041224,1.978362,1.735034,1.971485,2.025461,1.995898,1.442043,1.947253,1.679419,24
1.769884,2.402,1.749241,2.070662,1.599494,1.98746,1.946683,2.044547,1.996246,1.749027,1.973087,2.029193,2.005824,1.441032,1.963898,1.695459,24
1.664859,2.201668,1.716453,2.056098,1.261632,1.889015,1.963803,2.042285,1.917743,1.680667,1.977016,2.02884,1.808632,1.882497,1.89814,1.631421,24
1.553459,2.105448,1.62619,1.95471,1.248078,1.781107,1.853604,1.937985,1.81603,1.564288,1.866749,1.923586,1.866401,1.774181,1.794827,1.528868,24
1.794562,2.427769,1.776812,2.094183,1.561976,1.987763,1.96636,2.072486,2.001895,1.792156,1.992814,2.057606,2.000225,1.467176,1.974625,1.708527,24
1.760777,2.422027,1.747514,2.083505,1.611391,1.987001,1.959192,2.053987,2.003058,1.763741,1.984181,2.039939,1.999643,1.43989,1.955978,1.692032,24
1.55455,2.110316,1.620555,1.953145,1.221032,1.788664,1.858146,1.938796,1.820974,1.568666,1.871433,1.925969,1.869238,1.771429,1.796975,1.527304,24
1.564379,2.117265,1.638475,1.967036,1.265229,1.786317,1.858818,1.950718,1.824762,1.565782,1.876841,1.937044,1.875314,1.784382,1.808733,1.544115,24
1.767314,2.435334,1.739825,2.095072,1.569043,2.001798,1.969536,2.063348,2.014496,1.763329,1.998941,2.051959,2.001593,1.472282,1.972242,1.696334,24
1.721066,2.412414,1.698314,2.065445,1.562168,1.982772,1.955964,2.033054,1.990701,1.72244,1.978009,2.021449,1.986153,1.468816,1.93934,1.659863,24
1.825364,2.312542,1.863724,2.121128,1.575508,2.032294,2.072759,2.138715,2.048464,1.832484,2.088949,2.142497,2.104984,2.012445,2.022408,1.798905,24
1.563759,2.09203,1.638687,1.948019,1.258344,1.786151,1.850587,1.925201,1.80754,1.56909,1.85888,1.912771,1.867046,1.759916,1.789838,1.530996,24
2.542111,2.693488,2.566832,2.641531,2.405163,2.648426,2.652929,2.721086,2.650144,2.541909,2.679485,2.743426,2.703995,2.604556,2.640396,2.50717,24
1.047746,2.171214,1.074749,1.544303,1.55827,1.447306,1.508314,1.512947,1.45629,1.085015,1.505844,1.513394,1.519199,1.999575,1.452466,1.031065,24
1.092245,2.113505,1.126887,1.494035,1.61213,1.429765,1.466146,1.465281,1.418327,1.112433,1.449399,1.460785,1.520487,1.966812,1.436518,1.037533,24
2.524808,2.691209,2.547483,2.631452,2.397377,2.632221,2.641313,2.717608,2.644648,2.530133,2.670331,2.737228,2.692907,2.59458,2.631026,2.492838,24
1.564191,2.123501,1.612962,1.974043,1.073341,1.813767,1.887266,1.953143,1.830835,1.586031,1.895605,1.941169,1.865781,1.810857,1.806692,1.521562,24
1.513947,2.091594,1.576963,1.921231,1.1238,1.786721,1.85386,1.908482,1.797603,1.519011,1.859394,1.898296,1.85703,1.78398,1.769079,1.488747,24
1.049391,2.201892,1.099944,1.557412,1.600938,1.428192,1.501533,1.531968,1.463653,1.095365,1.510566,1.533525,1.51798,1.989162,1.45431,1.051025,24
1.772643,2.341815,1.740144,2.024721,1.677371,1.991234,1.916647,1.993928,1.980738,1.748278,1.933036,1.978754,2.00669,1.445935,1.950414,1.685441,24
1.547135,2.121848,1.599089,1.968223,1.094695,1.809294,1.879923,1.951166,1.835721,1.559891,1.892972,1.938527,1.873818,1.801094,1.807751,1.521494,24
1.503664,2.07559,1.576131,1.912969,1.204415,1.767232,1.842199,1.896399,1.785168,1.524188,1.839862,1.880038,1.849231,1.761262,1.752184,1.476517,24
1.087468,2.218671,1.112492,1.586962,1.629811,1.442709,1.502495,1.556832,1.497405,1.14908,1.525448,1.558969,1.514971,2.002263,1.486524,1.079616,24
1.116103,2.171811,1.170113,1.555727,1.640231,1.430163,1.484988,1.525649,1.45447,1.133947,1.492686,1.525688,1.529344,1.980909,1.473325,1.092602,24
1.640512,2.186409,1.689745,2.034936,1.221399,1.887634,1.960405,2.018734,1.904303,1.663449,1.964816,2.005444,1.800141,1.878115,1.87616,1.604743,24
1.525656,2.084168,1.590804,1.929715,1.175854,1.776529,1.845097,1.91158,1.797131,1.539376,1.852205,1.89914,1.851071,1.772422,1.770737,1.49637,24
1.736453,2.421848,1.724574,2.073328,1.544598,2.007391,1.992234,2.044956,1.99712,1.739479,1.99651,2.028386,2.016291,1.466182,1.939835,1.66831,24
1.504714,2.046822,1.583018,1.895021,1.286425,1.759504,1.829696,1.881852,1.76955,1.500295,1.82405,1.86369,1.857212,1.748015,1.750305,1.478597,24
1.080664,2.186677,1.100222,1.547998,1.571366,1.442934,1.504935,1.521501,1.461454,1.139356,1.50373,1.520449,1.511597,2.007322,1.461448,1.042135,24
1.064038,2.192148,1.107247,1.555132,1.593981,1.434237,1.505962,1.527161,1.455453,1.114248,1.509036,1.528447,1.516583,2.001906,1.458782,1.047465,24
1.530501,2.100282,1.584499,1.942166,1.094649,1.800546,1.872045,1.920555,1.812372,1.562628,1.870753,1.906819,1.857614,1.788876,1.775995,1.490724,24
1.510707,2.089841,1.584489,1.925897,1.200072,1.77984,1.851956,1.908225,1.798569,1.518678,1.853614,1.893187,1.8645,1.762381,1.767261,1.492284,24
1.442871,2.322759,1.440187,1.796463,1.610298,1.731246,1.734676,1.777229,1.73636,1.44575,1.745963,1.768497,1.786596,1.752722,1.721263,1.398003,24
1.139327,2.105707,1.165422,1.498465,1.628911,1.444547,1.465738,1.473633,1.427846,1.132476,1.451645,1.46785,1.541517,1.975402,1.465297,1.073631,24
1.515966,2.090824,1.581433,1.934256,1.144082,1.773924,1.849499,1.915834,1.795013,1.525509,1.85656,1.901975,1.848799,1.777582,1.770744,1.488921,24
1.516328,2.078963,1.586658,1.924885,1.175141,1.76392,1.840626,1.90542,1.781902,1.529097,1.844323,1.891281,1.840416,1.769351,1.760016,1.483463,24
1.747821,2.406903,1.725369,2.074086,1.533659,1.979778,1.958328,2.048079,1.991002,1.748176,1.981145,2.033389,1.987079,1.465609,1.951238,1.672318,24
1.744175,2.429871,1.754041,2.080123,1.589073,1.980981,1.971663,2.052178,1.988022,1.738913,1.987013,2.036463,2.008824,1.434373,1.940197,1.684743,24
1.531131,2.094415,1.587401,1.93047,1.096058,1.820378,1.892009,1.905446,1.801812,1.558702,1.874488,1.893929,1.870121,1.801529,1.765376,1.482985,24
1.508777,2.088273,1.578338,1.924997,1.165484,1.79635,1.864616,1.903449,1.802653,1.518667,1.860031,1.889635,1.871921,1.772102,1.76609,1.488452,24
1.037329,2.155029,1.066407,1.517664,1.587369,1.428532,1.47285,1.491085,1.443853,1.064616,1.474982,1.48856,1.514217,1.949928,1.435684,1.018742,24
1.045953,2.156242,1.062748,1.517761,1.588038,1.431283,1.476377,1.48854,1.446387,1.101762,1.47539,1.488083,1.5004,1.971139,1.434731,1.013409,24
1.498368,2.088376,1.554899,1.910704,1.110578,1.792533,1.866307,1.893792,1.79238,1.5332,1.854388,1.87913,1.853258,1.794204,1.748314,1.460065,24
1.511062,2.10245,1.56689,1.909277,1.177777,1.827845,1.890492,1.900346,1.816409,1.531296,1.875009,1.889188,1.895973,1.812957,1.765819,1.48756,24
1.064367,2.128572,1.071156,1.502496,1.570611,1.445603,1.480123,1.47602,1.43904,1.095613,1.467629,1.470892,1.518469,1.972631,1.441466,1.01471,24
1.059568,2.136894,1.084715,1.507181,1.553093,1.432563,1.478992,1.485737,1.432529,1.09592,1.468778,1.480424,1.51393,1.93082,1.427847,1.013741,24
1.501251,2.070493,1.57946,1.90436,1.199991,1.771033,1.846425,1.881309,1.769653,1.515981,1.835214,1.867105,1.848554,1.760025,1.739758,1.46746,24
1.534408,2.087156,1.601357,1.93752,1.148957,1.784419,1.857174,1.915219,1.795558,1.54647,1.858723,1.90218,1.854391,1.758707,1.773019,1.49729,24
1.106706,2.185025,1.159163,1.565058,1.602146,1.431626,1.498112,1.535143,1.455475,1.133999,1.504481,1.535223,1.523316,1.985123,1.470613,1.081773,24
1.067819,2.166164,1.101312,1.53213,1.605052,1.419122,1.475447,1.5052,1.44569,1.117037,1.478404,1.502585,1.503724,1.974439,1.446433,1.037066,24
1.51074,2.079205,1.575464,1.918054,1.118884,1.785872,1.857683,1.894446,1.785261,1.531203,1.849867,1.881266,1.849361,1.771974,1.752664,1.472286,24
1.605328,2.224897,1.61383,1.976459,1.358634,1.882176,1.898557,1.966347,1.901186,1.605364,1.908276,1.947694,1.935293,1.550025,1.859952,1.568125,24
1.544439,2.190962,1.570723,1.916265,1.365488,1.840008,1.860913,1.903824,1.843733,1.539194,1.856805,1.883698,1.907668,1.5634,1.801973,1.51063,24
1.567119,2.159573,1.604222,1.893033,1.429068,1.856119,1.874599,1.878043,1.824688,1.569855,1.842982,1.853698,1.92328,1.594427,1.780203,1.506907,24
1.912644,1.634413,1.899071,2.061063,1.894333,2.097832,2.055152,2.048774,2.061432,1.895986,2.030508,2.035762,2.161386,2.358146,2.086946,1.839366,24
1.518696,1.997937,1.562193,1.917192,1.379965,1.833731,1.900029,1.900588,1.839302,1.574035,1.881843,1.886107,1.89746,2.116602,1.78946,1.496032,24
1.562121,2.210636,1.602502,1.930552,1.373533,1.865908,1.9043,1.915152,1.849846,1.583123,1.879092,1.892944,1.926316,1.590066,1.794002,1.515922,24
1.584796,2.226785,1.626834,1.956646,1.389359,1.89588,1.936286,1.942738,1.876134,1.598395,1.909594,1.919857,1.957548,1.605287,1.818261,1.544184,24
1.58582,2.210632,1.625213,1.938424,1.400318,1.858679,1.88957,1.926488,1.854579,1.598322,1.874784,1.903578,1.924811,1.549335,1.806464,1.535436,24
1.583326,2.2127,1.623382,1.950403,1.385866,1.877546,1.913852,1.937864,1.867202,1.59302,1.894421,1.914545,1.942331,1.575184,1.814757,1.540469,24
1.584639,2.232414,1.617572,1.964841,1.367862,1.880783,1.913937,1.951743,1.882517,1.592021,1.905088,1.93058,1.941885,1.558398,1.830031,1.54959,24
1.576052,2.215227,1.615075,1.938953,1.388521,1.86725,1.898074,1.926242,1.858546,1.579238,1.881527,1.903308,1.934582,1.565361,1.809301,1.533457,24
